id;original_title;popularity;budget;revenue;genres;vote_count;vote_average;tagline;runtime;release_date
79;英雄;17.616;31000000;177394432;Drama|Adventure|Action|History;1169;7.5;One man's strength will unite an empire.;99;2002-07-22
10808;Dr. Dolittle 2;13.707;70000000;176104344;Comedy|Family|Romance|Fantasy;966;5.1;The doctor is in again.;87;2001-06-22
490949;Monty Pythons Spamalot;1.313;0;175000000;Comedy;4;5.6;;87;2004-12-21
10719;Elf;18.364;32000000;173398518;Comedy|Family|Fantasy;2146;6.6;This holiday, discover your inner elf.;97;2003-10-09
2289;Cold Mountain;10.84;79000000;173013509;Adventure|Drama|History|Romance;976;6.9;Find the strength. Find the courage. No matter what it takes... find the way home.;154;2003-12-24
5966;Along Came Polly;10.746;42000000;171963386;Comedy|Romance;1604;5.9;For the most cautious man on Earth, life is about to get interesting.;90;2004-01-16
395;AVP: Alien vs. Predator;15.055;70000000;171183863;Adventure|Science Fiction|Action|Horror;2356;5.7;Whoever wins... We lose;101;2004-08-12
686;Contact;12.297;90000000;171120329;Drama|Science Fiction|Mystery;2368;7.3;If it's just us, it seems like an awful waste of space.;150;1997-07-11
9384;Starsky & Hutch;14.866;60000000;170268750;Comedy|Crime;1320;5.8;They're the man.;101;2004-03-05
4380;Shall We Dance?;10.493;50000000;170128460;Drama|Romance|Comedy;657;6.2;Step out of the ordinary;107;2004-10-15
9472;DodgeBall: A True Underdog Story;15.097;20000000;167722310;Comedy;2022;6.2;Grab life by the balls.;92;2004-06-18
1966;Alexander;16.67;155000000;167298192;War|History|Action|Adventure|Drama|Romance;1924;5.8;The greatest legend of all was real.;175;2004-11-21
1639;Speed 2: Cruise Control;13.964;160000000;164508066;Action|Adventure|Thriller;863;4.3;As the stakes get higher, the ride gets even faster.;121;1997-06-13
2604;Born on the Fourth of July;11.775;14000000;161001698;Drama|War;805;7.0;A story of innocence lost and courage found.;145;1989-12-20
322;Mystic River;12.137;25000000;156822020;Thriller|Crime|Drama|Mystery;3375;7.7;We bury our sins, we wash them clean.;138;2003-10-07
9833;The Phantom of the Opera;14.925;70000000;154648887;Thriller|Drama|Romance;863;7.2;The classic musical comes to the big screen for the first time.;143;2004-12-08
392;Chocolat;11.31;25000000;152500343;Comedy|Drama|Romance;1983;6.9;…and the world is still indulging!;121;2000-12-14
393;Kill Bill: Vol. 2;20.678;30000000;152159461;Action|Crime|Thriller;8267;7.8;Sid Haig, back again for another masterpiece!;136;2004-04-16
4464;Seabiscuit;9.981;87000000;148336445;Drama|History;441;6.9;The hopes of a nation rode on a long shot.;141;2003-07-22
10054;Spy Kids;12.336;35000000;147934180;Action|Comedy|Family|Adventure;2012;5.7;Real spies...only smaller;88;2001-03-18
11544;Lilo & Stitch;14.181;80000000;145771527;Animation|Family;3394;7.4;There's one in every family.;85;2002-06-21
1535;Spy Game;16.744;115000000;143049560;Action|Crime|Thriller;1069;6.9;It's not how you play the game. It's how the game plays you.;126;2001-11-18
297;Meet Joe Black;13.966;90000000;142940100;Fantasy|Drama|Romance;2459;7.1;Sooner or later everyone does.;178;1998-11-12
4970;Gothika;10.32;40000000;141591324;Horror|Thriller;1301;6.0;Because someone is dead doesn't mean they're gone.;98;2003-11-21
11836;The SpongeBob SquarePants Movie;16.236;30000000;140161792;Animation|Comedy|Family;1391;6.7;Bigger. Better. More absorbent.;87;2004-11-14
2383;L'Ours;11.14;25000000;138241022;Adventure|Drama|Family;210;7.0;He's an orphan... at the start of a journey. A journey to survive.;94;1988-10-21
9593;Last Action Hero;14.24;85000000;137298489;Adventure|Fantasy|Action|Comedy|Family;1366;6.3;This isn't the movies anymore.;130;1993-06-18
9559;A Perfect World;8.84;30000000;135130999;Crime|Drama|Thriller;767;7.4;;138;1993-11-24
10588;The Cat in the Hat;12.566;109000000;133818283;Fantasy|Family;811;5.1;Don't mess with the hat.;82;2003-11-21
1584;School of Rock;12.96;35000000;131282949;Comedy|Music;3196;7.0;He just landed the gig of his life: 5th grade.;110;2003-10-03
9509;Man on Fire;15.465;70000000;130293714;Action|Drama|Thriller;2702;7.4;Creasy's art is death, and he is about to paint his masterpiece.;146;2004-04-23
9279;Jingle All the Way;12.882;60000000;129832389;Family|Comedy;1290;5.7;Two Dads, One Toy, No Prisoners.;89;1996-11-15
1577;Resident Evil: Apocalypse;11.533;45000000;129394835;Horror|Action|Science Fiction;2367;6.2;You're all going to die.;94;2004-09-10
10625;Mean Girls;16.306;17000000;129042871;Comedy;5197;7.1;Welcome to girl world.;97;2004-04-30
36648;Blade: Trinity;14.737;65000000;128905366;Science Fiction|Action|Horror|Thriller|Adventure|Fantasy;2216;5.8;The final hunt begins.;123;2004-12-08
10327;Legally Blonde 2: Red, White & Blonde;13.853;45000000;124914842;Comedy;841;5.4;Bigger. Bolder. Blonder.;95;2003-07-02
1677;Ray;9.916;40000000;124731534;Drama|Music;912;7.4;The extraordinary life story of Ray Charles.;152;2004-10-29
587;Big Fish;12.711;70000000;122919055;Adventure|Fantasy|Drama;4200;7.8;An adventure as big as life itself.;125;2003-12-25
10601;Peter Pan;12.182;100000000;121975011;Adventure|Fantasy|Family;1530;7.2;All children grow up except one.;113;2003-12-25
11775;Intolerable Cruelty;8.689;60000000;119940815;Crime|Comedy|Romance;752;5.9;They can't keep their hands off each others assets.;100;2003-09-02
153;Lost in Translation;10.849;4000000;119723856;Drama|Romance|Comedy;3784;7.4;Everyone wants to be found.;102;2003-08-31
9488;Spy Kids 2: The Island of Lost Dreams;10.864;38000000;119723358;Action|Adventure|Family;1233;5.5;Little Spies. Big Attitudes.;100;2002-08-07
1777;Fahrenheit 9/11;11.817;6000000;119114517;Documentary;766;7.1;Controversy... what controversy?;123;2004-06-25
10438;Beethoven's 2nd;13.761;15000000;118243066;Family|Comedy;477;5.2;The Newton Family is going to the dogs...;89;1993-12-14
10145;The Forgotten;11.858;42000000;117575636;Drama|Horror|Mystery|Science Fiction|Thriller;613;5.7;You'll Never Forget The Ones You Love;91;2004-09-24
866;Finding Neverland;12.503;25000000;116766556;Drama;2411;7.3;Where will your imagination take you?;106;2004-10-17
713;The Piano;11.892;7000000;116700000;Drama|Romance;624;7.4;;121;1993-05-19
9257;S.W.A.T.;16.167;80000000;116643346;Action|Thriller|Crime;1337;6.0;You're either S.W.A.T. or you're not.;117;2003-08-08
2789;The Chronicles of Riddick;9.485;105000000;115772733;Action|Science Fiction;2464;6.4;All the power in the universe can't change destiny;119;2004-06-11
11036;The Notebook;18.518;29000000;115603229;Romance|Drama;6683;7.9;Behind every great love is a great story.;123;2004-06-25
2288;Closer;13.505;27000000;115505027;Drama|Romance;1823;6.8;If you believe in love at first sight, you never stop looking.;104;2004-12-01
6466;Freddy vs. Jason;15.965;30000000;114908830;Horror;1235;5.8;Evil Will Battle Evil;97;2003-08-15
10590;We Were Soldiers;11.194;75000000;114660784;Action|History|War;949;6.9;400 U.S paratroopers. 4,000 Vietnamese soldiers. 12,000 miles away from home. 1 man led them into battle.;138;2002-03-01
9879;Striptease;13.513;50000000;113309743;Drama|Thriller|Crime;397;4.7;Some People Get Into Trouble No Matter What They WEAR.;115;1996-06-28
12153;White Chicks;10.491;37000000;113086475;Comedy;1736;6.7;They're going deep undercover.;109;2004-06-23
10330;Freaky Friday;11.434;26000000;110230332;Comedy|Fantasy;2196;6.2;Mondays are manic. Wednesdays are wild. And Fridays are about to get a little freaky.;97;2003-08-03
9675;Sideways;10.949;16000000;109502303;Comedy|Drama|Romance;850;7.0;In search of wine. In search of women. In search of themselves.;127;2004-10-22
510;One Flew Over the Cuckoo's Nest;20.678;3000000;108981275;Drama;5968;8.4;If he's crazy, what does that make you?;133;1975-11-18
2023;Hidalgo;13.53;100000000;108103450;Western|Adventure;596;6.6;Unbridled. Unbroken. Unbeaten.;136;2004-02-04
9373;The Texas Chainsaw Massacre;10.706;9500000;107071655;Horror;1366;6.1;What you know about fear… doesn't even come close.;98;2003-05-21
37247;The Graduate;13.444;3000000;104945305;Comedy|Drama;1684;7.7;This is Benjamin. He's a little worried about his future.;106;1967-12-21
348;Alien;29.226;11000000;104931801;Horror|Science Fiction;8155;8.1;In space no one can hear you scream.;117;1979-05-25
13700;Home on the Range;15.043;110000000;103951461;Animation|Family;1117;5.9;Bust a Moo;76;2004-04-02
176;Saw;20.611;1200000;103911669;Horror|Mystery|Crime;5167;7.4;Live or die. Make your choice.;103;2004-10-01
924;Dawn of the Dead;14.421;28000000;102356381;Fantasy|Horror|Action|Drama;1991;6.9;When the undead rise, civilization will fall.;101;2004-03-19
8470;John Q;8.204;36000000;102244770;Drama|Thriller|Crime;1152;7.1;Give a father no options and you leave him no choice.;116;2002-02-15
2567;The Aviator;23.176;110000000;102000000;Drama;2943;7.1;For some men, the sky was the limit. For him, it was just the beginning.;170;2004-12-17
9890;The Stepford Wives;10.708;90000000;102000000;Comedy|Science Fiction;723;5.6;The wives of Stepford have a secret.;93;2004-06-10
9470;功夫;11.69;20000000;101434304;Action|Comedy|Crime|Fantasy;1353;7.3;So many gangsters...so little time.;99;2004-02-10
1647;The Recruit;12.86;0;101191884;Action|Thriller;935;6.3;Trust. Betrayal. Deception. In the C.I.A. nothing is what it seems.;115;2003-01-31
550;Fight Club;35.106;63000000;100853753;Drama;17494;8.4;Mischief. Mayhem. Soap.;139;1999-10-15
10671;Airport;12.949;10000000;100489151;Action|Drama|Thriller;158;6.5;The #1 novel of the year - now a motion picture!;137;1970-03-05
1487;Hellboy;19.119;66000000;99318987;Fantasy|Action;4394;6.6;From the Dark Side to Our Side.;122;2004-04-02
1640;Crash;11.984;6500000;98410061;Drama;2025;7.3;You think you know who you are. You have no idea.;112;2004-09-10
1428;Once Upon a Time in Mexico;11.587;29000000;98185582;Action|Drama|Mystery;1152;6.3;The Time Has Come.;102;2003-09-11
853;Enemy at the Gates;12.637;68000000;96976270;War|History|Romance|Drama|Action;1860;7.3;Some Men Are Born To Be Heroes.;131;2001-03-14
8696;Calendar Girls;9.881;10000000;96542059;Drama|Comedy;184;6.7;Some ladies will do anything for a good cause.;108;2003-09-02
10096;13 Going on 30;12.125;37000000;96455697;Comedy|Fantasy|Romance;2963;6.6;For some, 13 feels like it was just yesterday. For Jenna, it was.;98;2004-04-13
14462;The Manchurian Candidate;12.449;80000000;96105964;Drama|Thriller|Mystery;775;6.4;Everything is under control.;129;2004-07-30
1954;The Butterfly Effect;13.145;13000000;96060858;Science Fiction|Thriller;4136;7.5;Such minor changes, such huge consequences.;113;2004-01-22
277;Underworld;14.985;22000000;95708457;Fantasy|Action|Thriller;4071;6.7;An immortal battle for supremacy.;121;2003-09-19
9620;Paycheck;13.719;60000000;95427515;Action|Adventure|Mystery|Science Fiction|Thriller;997;6.1;Remember the future.;119;2003-12-25
11130;The Princess Diaries 2: Royal Engagement;24.443;40000000;95149435;Comedy|Drama|Family|Romance;1898;6.5;It can take a lifetime to find true love, she's got 30 days!;113;2004-08-06
8987;The River Wild;8.602;45000000;94216343;Thriller;439;6.4;The vacation is over;111;1994-09-30
1586;Secret Window;12.074;40000000;92913171;Mystery|Thriller;2064;6.5;The most important part of a story is the ending.;96;2004-03-12
9550;十面埋伏;8.554;0;92863945;Adventure|Drama|Action|Romance;808;7.3;;119;2004-05-19
613;Der Untergang;9.209;18339750;92180910;Drama|History|War;1919;7.8;April 1945, a nation awaits its … Downfall;156;2004-09-08
8007;Behind Enemy Lines;10.155;40000000;91753202;Action|Drama|Thriller|War;755;6.2;His only weapon is his will to survive.;106;2001-11-30
49948;Fantasia 2000;19.071;80000000;90874570;Animation|Family|Music;685;7.1;;74;1999-12-17
926;Galaxy Quest;19.354;45000000;90683916;Comedy|Family|Science Fiction;1187;7.0;A comedy of Galactic Proportions.;102;1999-12-23
10730;King Kong;10.931;23000000;90614445;Adventure|Drama;383;6.0;The most exciting original motion picture event of all time.;134;1976-09-08
8699;Anchorman: The Legend of Ron Burgundy;10.566;26000000;90574188;Comedy;2544;6.8;They bring you the news so you don't have to get it yourself.;95;2004-07-09
9358;Final Destination 2;14.208;26000000;90426405;Horror|Mystery;2166;6.1;Death is like a boomerang. it keeps coming back;90;2003-01-31
1636;Bedazzled;11.179;48000000;90383208;Fantasy|Comedy|Romance;938;5.8;Meet the Devil. She's giving Elliott seven wishes. But not a chance in Hell.;93;2000-10-19
11202;Patton;12.035;12000000;89800000;Drama|History|War;553;7.5;The Rebel Warrior;172;1970-01-25
11087;The Hand that Rocks the Cradle;10.779;11700000;88036683;Drama|Thriller;410;6.7;Trust is her weapon. Innocence her opportunity. Revenge her only desire.;110;1992-01-10
10693;Peter Pan;22.35;4000000;87404651;Animation|Family|Adventure|Fantasy;3236;7.2;It will live in your heart forever!;77;1953-02-05
9326;Romancing the Stone;13.549;10000000;86572238;Action|Adventure|Comedy|Romance;906;6.7;She's a girl from the big city. He's a reckless soldier of fortune. For a fabulous treasure, they share an adventure no one could imagine... or survive.;106;1984-03-30
9567;Tears of the Sun;12.836;70000000;85632458;Action|Drama|War;1045;6.5;He was trained to follow orders. He became a hero by defying them.;121;2003-03-07
9896;Rat Race;12.873;48000000;85498534;Adventure|Comedy;977;6.1;563 miles. 9 people. $2 million. 1001 problems!;112;2001-08-17
11090;The Animal;11.895;22000000;84772742;Comedy;622;4.7;He wasn't much of a man... Now he's not much of an animal!;84;2001-06-01
1089;Point Break;17.25;24000000;83531958;Action|Thriller|Crime;1755;7.1;100% Pure Adrenaline!;120;1991-07-12
314;Catwoman;12.878;100000000;82102379;Action|Fantasy|Mystery;1938;4.4;;104;2004-07-22
10159;The Rundown;11.004;85000000;80916492;Adventure|Action|Comedy|Thriller;998;6.3;cut to the chase;104;2003-09-26
14411;Sinbad: Legend of the Seven Seas;16.351;60000000;80767884;Family|Animation|Adventure|Comedy;1042;6.8;;86;2003-07-02
11329;Runaway Jury;9.373;60000000;80154140;Drama|Thriller;636;6.9;Trials are too important to be decided by juries.;127;2003-10-09
711;Finding Forrester;8.441;43000000;80049764;Drama;573;7.1;In an ordinary place, he found the one person to make his life extraordinary.;136;2000-12-21
11123;Earthquake;9.834;7000000;79666653;Action|Drama|Thriller;138;5.8;When the big one finally hits L.A.;123;1974-11-15
338;Good bye, Lenin!;8.275;4800000;79384880;Comedy|Drama;1186;7.5;The German Democratic Republic lives on -- in 79 square meters!;121;2003-02-09
37136;The Naked Gun: From the Files of Police Squad!;13.535;12000000;78756177;Comedy|Crime;1929;7.2;The Villain. Even Mother Teresa wanted him dead.;85;1988-12-02
1497;Teenage Mutant Ninja Turtles II: The Secret of the Ooze;16.565;25000000;78656813;Science Fiction|Adventure|Action|Comedy|Family;532;6.0;Cowabunga, it's the new turtle movie.;88;1991-03-22
11026;Exorcist: The Beginning;11.248;80000000;78000586;Horror|Mystery|Thriller;366;5.1;Go back to where the horror began.;114;2004-08-20
9778;Serendipity;10.921;28000000;77516304;Comedy|Romance|Drama;1040;6.8;Sometimes True Love Can Have More Than One Face.;90;2001-10-05
192;The Name of the Rose;13.03;20000000;77200000;Drama|Thriller|Mystery;1580;7.4;Who, in the name of God, is getting away with murder?;130;1986-09-24
10147;Bad Santa;13.357;23000000;76488889;Drama|Comedy|Crime;1200;6.5;He doesn't care if you're naughty or nice.;92;2003-11-26
9805;(T)Raumschiff Surprise - Periode 1;10.137;9000000;76341401;Comedy|Science Fiction;243;6.3;;87;2004-07-14
11362;The Count of Monte Cristo;14.273;35000000;75395048;Action|Adventure|Drama|Thriller;855;7.5;Prepare for adventure. Count on revenge.;131;2002-01-23
9051;10;9.939;0;74865517;Comedy|Romance;113;5.6;The funniest, sexiest midlife crisis in movie history.;122;1979-10-04
11128;Ladder 49;13.089;60000000;74541707;Drama|Action|Thriller;398;6.3;Their greatest challenge lies in rescuing one of their own;115;2004-10-01
38;Eternal Sunshine of the Spotless Mind;15.364;20000000;72258126;Science Fiction|Drama|Romance;8145;8.1;You can erase someone from your mind. Getting them out of your heart is another story.;108;2004-03-19
10204;Around the World in 80 Days;12.749;110000000;72178895;Action|Adventure|Comedy;1423;5.8;Let your imagination soar.;120;2004-06-16
134;O Brother, Where Art Thou?;10.44;26000000;71868327;Action|Adventure|Comedy;2142;7.3;They have a plan...but not a clue.;106;2000-08-30
5825;National Lampoon's Christmas Vacation;17.65;27000000;71319546;Comedy;1178;7.2;Yule crack up.;97;1989-12-01
11247;A Cinderella Story;10.607;19000000;70067909;Comedy;1891;6.3;Once upon a time... can happen any time.;95;2004-07-10
10762;Without a Paddle;10.616;19000000;69631118;Action|Adventure|Comedy|Thriller;349;5.5;The call of the wild, the thrill of adventure. The mistake of a lifetime.;95;2004-08-20
62;2001: A Space Odyssey;27.741;12000000;68700000;Science Fiction|Mystery|Adventure;6385;8.0;The ultimate trip;149;1968-04-09
10715;Looney Tunes: Back in Action;11.216;80000000;68514844;Animation|Comedy|Family;726;6.0;Real life has never been so animated.;93;2003-11-14
2055;Open Range;8.866;22000000;68296293;Western;491;7.2;No place to run. No reason to hide.;139;2003-08-29
1792;Stuck on You;11.001;55000000;65784503;Comedy;364;5.3;Whatever happens to the boys, one thing is certain. Nothing will ever come between them.;119;2003-12-10
7270;Matchstick Men;6.615;62000000;65565672;Comedy|Drama|Crime|Thriller;925;7.0;Lie. Cheat. Steal. Rinse. Repeat.;116;2003-09-01
11081;Taking Lives;10.74;45000000;65470529;Action|Crime|Mystery|Thriller|Drama;735;6.2;He would kill to be you.;103;2004-03-19
11548;*batteries not included;10.413;0;65088797;Comedy|Family|Science Fiction|Fantasy;369;6.5;Five ordinary people needed a miracle. Then one night, Faye Riley left the window open.;106;1987-12-18
21301;Barbershop 2:  Back in Business;8.157;18000000;65070412;Comedy|Drama;129;5.7;Let your hair down;106;2004-01-20
14292;Miracle;10.539;28000000;64445708;Drama|History;305;7.1;If you believe in yourself, anything can happen.;135;2004-02-06
10377;My Cousin Vinny;8.335;11000000;64088552;Comedy;710;7.4;Truth, Justice and the Gambini Way;120;1992-03-13
9618;Tango & Cash;15.316;55000000;63408614;Action|Adventure|Comedy;946;6.3;Two of L.A.'s top rival cops are going to have to work together... Even if it kills them.;104;1989-12-22
10028;Honey;14.267;18000000;62646763;Romance|Music|Family;673;6.2;Her dream. Her terms;94;2003-11-24
1997;Deux Frères;9.902;74500000;62172050;Adventure|Drama|Family;468;7.1;Two infant tiger cubs, separated from their parents and each other.;109;2004-04-07
10589;After the Sunset;9.624;60000000;61347797;Action|Comedy|Crime|Drama;372;6.2;Who will walk away?;97;2004-11-12
13416;Friday Night Lights;10.517;30000000;61255921;Drama;280;6.9;Hope comes alive on Friday nights.;118;2004-10-08
9398;Zoolander;9.039;28000000;60780981;Comedy;2554;6.1;3% Body Fat. 1% Brain Activity.;89;2001-09-28
9426;The Fly;11.342;15000000;60629159;Horror|Science Fiction;2134;7.3;Be afraid. Be very afraid.;96;1986-08-15
470;21 Grams;10.616;20000000;60427839;Drama|Crime|Thriller;1704;7.3;How much does life weigh?;124;2003-09-06
504;Monster;10.309;8000000;60378584;Crime|Drama;1084;7.2;The first female serial killer of America;110;2003-12-24
8393;The Gods Must Be Crazy;27.462;5000000;60000000;Action|Comedy;487;7.2;The critics are raving... the natives are restless... and the laughter is non-stop!;109;1980-09-10
8922;Jeepers Creepers;11.247;10000000;59217789;Horror|Thriller;1470;6.2;What’s eating you?;90;2001-07-01
10934;Under the Tuscan Sun;11.284;18000000;58878723;Romance|Comedy;386;6.6;Life offers you a thousand chances ... all you have to do is take one.;113;2003-09-20
5916;The Getaway;8.917;3352254;58831997;Action|Crime|Thriller;240;7.1;It takes two to make it … The big two.;122;1972-09-20
10923;Agent Cody Banks;12.591;28000000;58795814;Action;631;5.2;Save the world. Get the girl. Pass math.;102;2003-03-14
5137;Sky Captain and the World of Tomorrow;8.766;70000000;57958696;Mystery|Action|Thriller|Science Fiction|Adventure;726;5.8;Who will save us?;107;2004-09-17
11358;Walking Tall;10.855;56000000;57223890;Adventure|Drama|Action|Thriller;708;6.0;One man will stand up for what's right.;86;2004-04-02
11969;Tombstone;12.547;25000000;56505065;Western|Action;1008;7.5;Justice is coming.;130;1993-12-25
9759;Cellular;11.691;25000000;56422687;Action|Thriller;1044;6.3;If the signal dies so does she;94;2004-09-06
2749;15 Minutes;14.106;60000000;56359980;Action|Crime|Thriller;360;5.8;America Likes to Watch;120;2001-03-01
2116;Out of Time;8.783;50000000;55495563;Thriller|Crime|Drama;567;6.2;The Clock Is Ticking...;105;2003-10-03
2539;Spanglish;12.072;80000000;55041367;Comedy;724;5.9;Every family has a hero.;130;2004-12-17
7220;The Punisher;12.619;33000000;54700105;Action|Crime|Drama;1484;6.2;There is no justice, there is only revenge.;124;2004-04-15
83;Open Water;8.984;130000;54667954;Drama|Thriller|Horror;617;5.4;Scream all you want.;79;2003-12-29
2787;Pitch Black;7.739;23000000;53187659;Thriller|Science Fiction|Action;2773;6.8;Don't be afraid of the dark. Be afraid of what's in the dark;108;2000-02-18
5548;RoboCop;16.142;13000000;53000000;Action|Thriller|Science Fiction;2638;7.2;Part man. Part machine. All cop. The future of law enforcement.;102;1987-07-17
13920;Radio;9.22;32000000;52277485;Drama;322;6.9;His courage made them champions.;109;2003-10-24
279;Amadeus;13.481;18000000;51973029;Drama|History|Music;2231;8.0;...Everything you've heard is true;160;1984-09-06
9266;Blue Crush;9.126;25000000;51842679;Adventure|Romance|Drama;303;5.8;Three Friends, One Passion, No Limits.;104;2002-08-08
988;The China Syndrome;9.87;5900000;51718367;Thriller|Drama;192;7.2;Sometimes it’s too late to tell the truth.;122;1979-03-16
3989;Team America: World Police;13.185;32000000;50907422;Music|Adventure|Animation|Action|Comedy;1085;6.7;Putting The 'F' back in 'Freedom';98;2004-10-10
475;Bonnie and Clyde;11.046;2500000;50700000;Crime|Drama;756;7.6;They’re young… they’re in love… and they kill people.;111;1967-07-18
10735;What a Girl Wants;14.466;20000000;50700000;Comedy|Romance|Drama;934;6.0;Trying to fit in. Born to stand out.;105;2003-03-27
9289;The Longest Day;14.361;10000000;50100000;Drama|History|War;460;7.6;This is the day that changed the world... when history held its breath.;178;1962-09-25
11778;The Deer Hunter;14.433;15000000;50000000;Drama|War;1905;8.0;;183;1978-12-08
451;Leaving Las Vegas;11.349;3600000;49800000;Drama|Romance;653;7.2;I Love You... The Way You Are.;112;1995-10-27
4599;Raising Helen;10.703;50000000;49718611;Drama|Comedy|Romance;413;6.0;Her uptown life gets turned inside out!;119;2004-05-27
15045;Fat Albert;8.682;26000000;48563556;Comedy|Family|Fantasy;130;4.6;Hey! Hey! Hey!;93;2004-12-12
786;Almost Famous;11.969;60000000;47383689;Drama|Music;1437;7.5;Experience it. Enjoy it. Just don't fall for it.;122;2000-09-15
27932;Airport 1975;10.062;3000000;47000000;Action|Adventure|Drama|Thriller;121;5.7;Something hit us... The crew is dead... Help us, please, please help us!;107;1974-10-18
10718;Torque;10.1;40000000;46546197;Action;255;4.7;Circuit of Fire;84;2004-01-16
8193;Napoleon Dynamite;9.778;400000;46118097;Comedy;1004;6.8;He's out to prove he's got nothing to prove.;95;2004-06-11
11064;Brewster's Millions;11.574;20000000;45833132;Comedy;275;6.6;An American excess story.;97;1985-05-22
1541;Thelma & Louise;17.084;16000000;45361000;Drama|Thriller|Crime|Adventure;1603;7.5;Somebody said get a life… so they did.;130;1991-05-24
826;The Bridge on the River Kwai;11.596;3000000;44908000;Drama|History|War;1001;7.9;It spans a whole new world of entertainment!;161;1957-10-02
2142;Cop Land;13.487;15000000;44862187;Action|Crime|Drama;731;6.7;No One Is Above The Law.;104;1997-08-15
8587;The Lion King;35.463;45000000;987483777;Family|Animation|Drama;11208;8.2;Life's greatest adventure is finding your place in the Circle of Life.;89;1994-05-07
121;The Lord of the Rings: The Two Towers;30.734;79000000;926287400;Adventure|Fantasy|Action;13362;8.3;A New Power Is Rising.;179;2002-12-18
809;Shrek 2;22.169;150000000;919838758;Adventure|Animation|Comedy|Family|Fantasy;6797;7.0;Once upon another time...;93;2004-05-19
674;Harry Potter and the Goblet of Fire;24.865;150000000;895921036;Adventure|Fantasy|Family;11982;7.8;Dark And Difficult Times Lie Ahead.;157;2005-11-16
672;Harry Potter and the Chamber of Secrets;39.153;100000000;876688482;Adventure|Fantasy;12759;7.7;Hogwarts is back in session.;161;2002-11-13
1895;Star Wars: Episode III - Revenge of the Sith;23.986;113000000;850000000;Science Fiction|Adventure|Action;8011;7.3;The saga is complete.;140;2005-05-17
411;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe;22.259;180000000;745013115;Adventure|Family|Fantasy;6260;7.0;Evil Has Reigned For 100 Years...;143;2005-12-07
604;The Matrix Reloaded;24.656;150000000;738599701;Adventure|Action|Thriller|Science Fiction;6164;6.9;Free your mind.;138;2003-05-15
13;Forrest Gump;31.035;55000000;677945399;Comedy|Drama|Romance;16135;8.4;Life is like a box of chocolates...you never know what you're gonna get.;142;1994-07-06
745;The Sixth Sense;19.134;40000000;672806292;Mystery|Thriller|Drama;6755;7.9;Not every gift is a blessing.;107;1999-08-06
1894;Star Wars: Episode II - Attack of the Clones;19.633;120000000;649398328;Adventure|Action|Science Fiction;7753;6.5;A Jedi Shall Not Know Anger. Nor Hatred. Nor Love.;142;2002-05-15
9806;The Incredibles;25.861;92000000;631442092;Action|Adventure|Animation|Family;11397;7.7;No gut, no glory;115;2004-11-05
615;The Passion of the Christ;26.754;30000000;611899420;Drama;1871;7.1;By his wounds, we were healed.;127;2004-02-25
74;War of the Worlds;15.641;132000000;591739379;Adventure|Thriller|Science Fiction;4788;6.4;They're already here.;116;2005-06-28
254;King Kong;13.029;207000000;550517357;Adventure|Drama|Action;4586;6.7;The eighth wonder of the world.;187;2005-12-12
953;Madagascar;26.682;75000000;532680671;Family|Animation;6725;6.8;Someone's got a zoo loose.;86;2005-05-25
693;Meet the Fockers;13.631;80000000;516642939;Comedy|Romance;2887;6.2;Misery loves family.;115;2004-12-22
863;Toy Story 2;27.133;90000000;497366869;Animation|Comedy|Family;8439;7.5;The toys are back!;92;1999-10-30
787;Mr. & Mrs. Smith;22.198;110000000;478207520;Action|Comedy|Drama|Thriller;6137;6.6;Smart and sexy.;120;2005-06-07
118;Charlie and the Chocolate Factory;21.107;150000000;474968763;Adventure|Comedy|Family|Fantasy;8923;7.0;Prepare for a taste of adventure.;115;2005-07-13
578;Jaws;18.863;7000000;470653000;Horror|Thriller|Adventure;5506;7.6;Don't go in the water.;124;1975-06-18
161;Ocean's Eleven;36.663;85000000;450717150;Thriller|Crime;7110;7.4;Are you in or out?;116;2001-12-07
608;Men in Black II;27.77;140000000;441818803;Action|Adventure|Comedy|Science Fiction;6236;6.3;Same Planet. New Scum.;88;2002-07-03
296;Terminator 3: Rise of the Machines;25.397;200000000;435000000;Action|Thriller|Science Fiction;3848;6.0;The Machines Will Rise.;109;2003-07-02
605;The Matrix Revolutions;19.433;150000000;424988211;Adventure|Action|Thriller|Science Fiction;5538;6.6;Everything that has a beginning has an end.;129;2003-11-03
380;Rain Man;12.656;25000000;412800000;Drama;3417;7.7;A journey through understanding and fellowship.;134;1988-12-11
2675;Signs;17.231;72000000;408247917;Drama|Thriller|Science Fiction|Mystery;3129;6.6;It’s not like they didn’t warn us.;106;2002-08-02
425;Ice Age;22.752;59000000;383257136;Animation|Comedy|Family|Adventure;8091;7.3;They came. They thawed. They conquered.;81;2002-03-10
272;Batman Begins;31.039;150000000;374218673;Action|Crime|Drama;13102;7.6;Evil fears the knight.;140;2005-06-10
862;Toy Story;31.467;30000000;373554033;Animation|Comedy|Family;11268;7.9;;81;1995-10-30
8488;Hitch;12.866;70000000;368100420;Comedy|Drama|Romance;3368;6.4;The cure for the common man.;118;2005-02-11
10555;Shark Tale;24.764;75000000;367275019;Animation|Action|Comedy|Family;3949;6.0;Behind every little fish is a great white lie.;90;2004-09-20
